solo_Rating,solo_KillDeathRatio,solo_WinRatio,solo_TimeSurvived,solo_RoundsPlayed,solo_Wins,solo_Losses,solo_Kills,solo_Assists,solo_Suicides,solo_HeadshotKills,solo_VehicleDestroys,solo_RoundMostKills,solo_WeaponAcquired,solo_AvgSurvivalTime,solo_WinPoints,solo_WalkDistance,solo_DamageDealt
1506.06,1.47,5,21318.01,20,1,19,28,4,1,5,1,6,1,1065.9,1252,25561.16,3782.39
1888.99,4.09,21.43,20118.71,14,3,11,45,1,0,7,0,8,2,1437.05,1563,28160.44,5084.61
2084.43,1.97,5.94,95930.06,101,6,95,187,7,0,38,1,12,2,1127.52,5512,152355.85,21935.15
2067.44,1.08,0,111018,137,0,137,148,3,7,56,1,5,0,810.35,1699,147369.7,16343.34
1724.13,2.5,20,20845.28,15,3,12,30,0,0,7,1,6,1,1417.89,3550,37227.94,3355.48
2042.09,1.92,5.66,47226.5,53,3,50,96,8,2,31,0,13,1,891.07,1686,62187.21,11988.24
1818.62,1.81,5.97,50983.88,67,4,63,114,6,0,31,0,10,0,1144.55,2667,67070.32,12978.81
1676,1.14,2.22,47515.11,45,1,44,50,8,0,12,0,5,1,1042.81,2463,66569.58,6789.8
1890.21,1.56,0,50980.92,79,0,79,123,7,0,23,1,8,2,762.19,2567,92521.07,14211.24
1620.7,1.98,3.64,42686.76,55,2,53,105,5,0,26,0,12,1,1237.02,3487,68871.95,12668.47
1957.86,1.05,1.33,71158.59,75,1,74,78,4,0,18,0,7,2,948.78,1621,83815.5,9867.55
2029.5,1.9,4.55,49203.61,44,2,42,80,3,0,11,0,8,2,1118.26,1663,68165.09,9348.83
1835.38,0.96,2.02,86936.95,99,2,97,93,8,2,21,0,7,0,878.15,1525,135177.7,11849.42
2485.04,1.09,2.75,108894,109,3,106,116,8,1,11,3,6,1,999.03,2076,130154,14279.84
1568.51,0.88,0,29870.28,25,0,25,22,3,0,2,0,3,0,1194.81,1320,35573.14,2858.92
2052.95,1.06,1.86,119525.54,161,3,158,168,13,0,35,0,8,1,894.54,2775,161005.06,22225.69
1630,2.41,4.35,19540.7,23,1,22,53,3,0,7,0,8,0,849.6,1342,29203.16,5951.66
1584.84,1.62,4.76,27159.21,42,2,40,65,3,1,11,0,9,0,646.65,1305,36893.8,8037.04
1842.92,2.87,11.54,30567.78,26,3,23,66,1,0,24,1,6,0,1219.18,2634,54864.71,7011.25
1542.9,1.85,4.76,18910.51,21,1,20,37,2,0,14,0,7,2,900.5,1279,30335.29,4200.04
1458.53,2.5,20,7420.92,5,1,4,10,0,0,1,0,6,1,1484.18,1232,13505.28,915.62
1626.6,1.48,0,51251.33,71,0,71,105,3,2,12,1,8,2,1103.61,3413,80831.05,12029.78
1946.99,2.06,1.85,50683.33,54,1,53,109,9,1,24,0,9,2,1239.69,2611,96399.22,12233.79
2049.69,0.92,3.85,118088.9,104,4,100,92,7,1,14,0,5,2,1135.47,1716,172637.8,11641.86
2005.29,2.78,4.17,35139.89,24,1,23,64,3,0,9,0,8,0,1464.16,1647,52054.83,7452.74
1192.32,0,0,793.96,1,0,1,0,0,0,0,0,0,1,793.96,993,63.74,0
1292.36,0.73,0,21181.26,26,0,26,19,0,0,1,1,6,2,633.79,3076,33196.96,1928.13
1268.1,0,0,2179.92,1,0,1,0,0,0,0,0,0,2,2179.92,1066,2745.34,126.43
1261.43,1.5,0,3980.4,4,0,4,6,0,0,0,0,5,1,995.1,1047,8706.09,716.35
2139.14,1.06,0.86,161186.22,232,2,230,243,15,2,48,0,7,0,452.59,2729,222433.02,31289.15
1853.73,1.13,2.56,46624.85,39,1,38,43,2,0,5,0,5,0,1195.51,1556,61151.97,5314.6
1222.62,0.67,0,2760.34,3,0,3,2,0,0,0,0,2,2,920.11,1021,2680.11,341.54
1662.37,1.54,0,40406.52,57,0,57,88,3,0,21,2,6,1,543.24,2309,61524.44,10236.72
1460.1,3.17,14.29,9382.37,7,1,6,19,1,0,5,0,6,0,1252.82,2225,17215.96,2317.04
1417.26,3.14,0,9989.79,7,0,7,22,3,0,3,1,7,1,1427.11,1174,15157.2,2177.28
1759.5,0.92,0.97,79876.19,103,1,102,94,4,1,13,1,7,1,815.73,2419,109329.9,11344.98
1998.7,1.05,0,73505.49,74,0,74,78,3,0,19,0,5,1,993.32,1653,112885.7,9612.61
1363.99,2,0,8564.1,6,0,6,12,1,0,2,0,5,2,1427.35,1135,11490.53,1513.73
1539.61,1.02,4.35,38376.75,46,2,44,45,1,1,10,0,5,0,891.24,2360,57524.82,4762.5
1953.92,3.62,8.7,28399.24,23,2,21,76,4,0,17,0,10,0,1234.75,1597,60207.49,8314.13
1590,0.82,4.26,42011.73,47,2,45,37,0,0,11,0,5,1,893.87,1334,54596.51,4408.72
1365.84,1.33,0,7514.44,6,0,6,8,0,0,0,0,3,1,1252.41,1146,10290.47,1059.76
1432.57,1.88,0,16878.09,17,0,17,32,1,0,1,0,6,1,992.83,1175,23162.81,3031.13
1283.11,1,0,8701.7,9,0,9,9,0,0,2,0,5,2,841.83,3054,13034.96,843.27
1609.28,3.83,25,8751.84,8,2,6,23,1,0,4,0,6,0,748.26,2329,9458.57,2590
1210.89,1.09,0,6868.71,11,0,11,12,0,1,2,0,3,0,624.43,993,11661.47,1635.28
1508.53,2.74,5,14938.03,20,1,19,52,4,1,6,0,9,1,746.9,1217,26169.36,5819.89
1565.5,1.83,0,23702.17,23,0,23,42,0,0,14,0,6,2,1030.53,1288,47836.46,4880.73
2199.52,1.12,0,101285.7,113,0,113,127,9,0,49,0,9,0,896.33,1820,167232.5,16661.49
1196.97,0,0,374.64,1,0,1,0,0,0,0,0,0,2,374.64,997,590.35,0
1256.79,1,0,1970.99,2,0,2,2,0,0,1,0,2,2,985.49,2033,2474.51,426.19
1234.85,2,0,2845.4,3,0,3,6,0,0,2,0,3,0,948.47,1022,6015.21,733.11
1240.04,1.4,0,2609.29,5,0,5,7,0,0,0,0,7,2,614.52,2018,3112.51,1046.46
2178.08,0.55,0.85,220687.3,234,2,232,128,13,2,25,2,5,0,943.11,1819,328368.4,18436.94
1929.72,1.01,0,70965.16,77,0,77,78,9,0,11,1,6,2,921.63,1601,105590.4,9410.5
1941.99,2.07,0,54671.05,85,0,85,176,4,0,35,1,10,1,643.19,1560,92780.64,20260.21
1264.45,4,0,2869.85,3,0,3,12,0,0,3,0,4,0,956.62,1036,7814.24,1425.51
1589.6,2.29,12.5,13816.99,8,1,7,16,0,0,3,0,4,1,1727.12,1343,23811.41,1620.31
1540.78,1.38,0,28056.95,26,0,26,36,1,0,6,0,5,0,1079.11,1276,43945.52,4540.34
1221.91,1.67,0,5533.28,6,0,6,10,0,0,4,0,4,0,922.21,1007,11771.32,1083.56
1405.47,1.29,0,19762.39,24,0,24,31,0,0,3,1,5,1,823.43,1156,38044.46,3480.08
1571.09,1.21,3.45,34531.1,29,1,28,34,4,0,5,1,6,1,1226.08,2395,47403.32,4086.08
1751.24,3.36,12.5,17939.71,16,2,14,47,2,0,8,0,9,0,1121.23,1446,25329.52,5484.02
1728.61,2.6,5.41,37165.48,37,2,35,91,5,0,29,0,10,1,1122.19,2689,69999.96,9751.54
1707.18,1.12,2.38,44904.74,42,1,41,46,5,0,11,0,9,0,1067.82,2448,69701.67,6152.25
1661.18,1.44,5.56,34938.53,36,2,34,49,0,0,9,0,5,2,970.51,1386,53018.18,5631.45
1940.77,1.48,1.43,54791.88,70,1,69,102,8,0,24,0,10,2,782.74,1595,74966.71,12340.42
1311.61,1.6,0,6230.84,5,0,5,8,1,0,1,0,3,2,1246.17,1090,10100.66,1217.84
2297.96,1.51,5.1,105734.13,98,5,93,140,6,0,23,1,8,0,998.77,3114,165263.01,16030.43
1540.26,4.33,8,41668.41,50,4,46,199,8,2,61,4,13,0,949.43,2289,69776.06,22237.05
1266.76,1.33,0,4157.62,3,0,3,4,0,0,1,0,3,0,1385.87,1054,9744.67,384.78
2410.96,0.86,1.02,399979.94,491,5,486,418,26,2,77,0,8,1,735.22,3006,612898.49,54172.36
2187.85,0.82,0.39,205026.7,258,1,257,212,30,3,51,1,7,1,794.68,1820,247827,29129.19
1611.04,2.45,15.38,14998.67,13,2,11,27,0,0,4,0,6,1,1153.74,1338,19960.28,2925.49
1897.96,1.07,1.97,125964.51,152,3,149,159,10,3,31,3,10,1,1037.98,2827,167654.96,18235.06
1526.91,1.64,8.33,14883.35,12,1,11,18,1,0,7,0,6,2,1240.28,1286,22455.73,2075.31
1730.96,2.16,10.71,24829.97,28,3,25,54,4,1,19,1,6,1,886.78,1426,38563.54,6117.14
1897.72,1.82,2.44,35864.17,41,1,40,73,4,0,16,0,9,0,874.74,1558,62660.12,7822.31
2235.14,1.99,3.09,81078.13,97,3,94,187,9,1,40,3,9,0,835.86,1832,123219.9,21110.39
1723.99,0.87,0,98569.32,155,0,155,135,10,1,16,0,6,0,635.93,1412,136018.7,17150.59
2044.04,0.87,0.75,97305.11,134,1,133,116,10,0,23,1,8,0,726.16,1678,157954.8,14216.49
1711.59,2.16,9.52,20387.07,21,2,19,41,6,0,9,0,9,2,970.81,1409,35708.12,5696.38
1366.26,1,0,21466.82,21,0,21,21,2,0,7,0,5,0,1055.37,2256,26907.35,2657.61
2211.71,0.92,0.95,333222.44,423,4,419,385,31,1,58,3,7,2,1195.45,5126,454191.66,52047.05
1896.73,12.3,33.33,31719.67,30,10,20,246,4,0,198,0,23,1,1057.32,1557,44536.42,24896.93
1672.77,0.96,0,50790.65,56,0,56,54,3,0,8,0,4,2,906.98,1390,82758.1,7156.52
1899.09,0.79,0,132981,177,0,177,140,9,2,27,1,5,1,751.31,1570,189675.1,18109.44
1935.9,1.57,1.69,55113.16,59,1,58,91,6,0,16,0,8,2,947.11,2581,80594,11646.92
1468.44,3.71,12.5,10752.65,8,1,7,26,3,0,11,0,10,1,1344.08,1212,15050.06,2760.42
1213.55,0,0,1228.42,1,0,1,0,0,0,0,0,0,0,1228.42,1013,2379.7,0
1878.72,1.05,3.57,70896.15,84,3,81,85,5,1,17,1,7,0,1215.11,2609,119619.44,10273.76
1472.14,1.6,0,17185.59,20,0,20,32,3,0,8,1,6,1,859.28,1224,36174.22,3906.34
1432.6,1.33,3.57,20027.14,28,1,27,36,2,0,7,0,9,2,715.26,1184,33857.21,4178.94
2413.5,2.16,3.94,104427.68,127,5,122,264,16,1,65,1,16,2,736.44,4277,125860.22,31641.16
1281.13,1.12,0,15516.73,17,0,17,19,1,2,3,1,6,1,912.75,1053,19288.77,2163.33
1588.47,2.79,12.5,14294.43,16,2,14,39,1,0,5,0,12,2,893.4,1307,19492.74,4029.09
1352.26,1.38,0,19798.75,29,0,29,40,3,1,5,1,4,0,682.72,1100,36314.04,4472.98
1892.98,1.43,5,82031.03,80,4,76,109,3,0,17,0,5,1,1046.95,5079,124073.87,12897.67
2180.28,2.89,5,77420.87,80,4,76,220,5,1,58,3,15,2,1253.4,4367,138170.09,25461.97
1546.98,1.28,7.41,25520.1,27,2,25,32,2,0,7,0,6,2,945.19,1290,31377.94,3843.36
1953.57,2.57,5.95,177869.49,168,10,158,406,23,1,85,0,15,2,1495.59,2740,241580.29,45335.8
1599.32,2.29,4,22691.4,25,1,24,55,3,0,7,0,9,0,907.66,1301,28804.55,6033.09
2012.12,0.84,3.12,70068.74,64,2,62,52,4,0,9,0,5,2,1094.82,1682,111328.3,7266.86
1558.61,1.17,0,71612.66,119,0,119,139,5,1,37,0,7,0,601.79,1250,105612.7,16433.13
2066.25,1.47,2.17,187272.93,184,4,180,265,17,2,65,6,9,0,1005.44,3198,326146.2,32292.39
1894.6,1.29,2.82,79356.47,71,2,69,89,7,0,12,0,6,0,1122.89,3069,88370.45,11126.51
1196.47,0.67,0,2137.78,3,0,3,2,2,0,1,0,2,0,814.42,1968,1317.6,281.52
1541.79,2.28,0,22447.86,25,0,25,57,1,1,18,0,8,0,897.91,1240,34282.22,6135.3
1690.7,0.72,0,119700.56,151,0,151,108,5,0,24,0,6,1,895.58,2491,179051.35,14570.8
2011.24,0.85,0.94,152882.19,213,2,211,180,8,0,44,0,7,2,755.43,5730,270701.58,23103.35
1315.29,1.12,4,20661.48,25,1,24,27,2,0,2,1,6,0,878.57,2186,28347.06,3278.93
1766.18,1.93,4.44,46751.35,45,2,43,83,5,0,19,0,8,1,1093.52,3715,69153.38,9302.04
1566.43,4.5,11.11,11529.95,9,1,8,36,1,0,5,1,10,0,1281.11,1284,13531.97,3697.7
1930.08,1.44,0.82,127344.26,244,2,242,349,17,1,78,1,12,1,526.9,2842,209485.54,42019.91
1887.6,0.81,0,132842.1,186,0,186,151,11,2,45,0,6,1,714.2,1564,235144.7,19242.51
2130.68,1.22,0.83,137512,240,2,238,290,18,1,61,1,12,1,572.97,1737,221132.1,36513.45
1867.06,2.43,5.77,34624.14,52,3,49,119,1,0,37,0,14,1,665.85,1510,57885.45,13473.94
1887.24,1.24,0,140883.61,252,0,252,312,19,1,46,2,13,1,743.03,3595,255821.26,35715.74
1701.56,2.41,3.33,24900.02,30,1,29,70,8,0,23,0,8,1,830,1374,43027.89,9081.86
1802.89,1.2,1.83,79155.58,109,2,107,128,9,0,20,0,9,2,831.87,5553,107414.49,15634.07
1815.75,1.26,1.35,55618.45,74,1,73,92,6,0,20,0,8,1,751.6,1486,102978.6,10842.85
1507.84,0.95,4.76,23045.17,21,1,20,19,3,0,1,0,5,0,1097.39,1271,46080.95,2677.06
1419.28,3.3,9.09,11813.86,11,1,10,33,1,0,8,0,8,2,1139.31,2318,24736.56,3464.76
1676.35,2.63,4.41,59299.07,68,3,65,171,5,1,56,0,9,1,796.61,3701,110897.1,19231.43
2176.31,2.26,1.82,53631.11,55,1,54,122,9,1,34,0,11,2,975.11,1779,72501.94,15208.63
1247.59,0.86,0,11585.98,14,0,14,12,0,0,2,0,3,0,1097.77,3098,18282.7,1578.29
1467.48,3.67,10,10088.18,10,1,9,33,1,0,10,0,7,2,1341.18,2260,18479.21,3405.72
1721.16,4.03,8.82,38800.82,34,3,31,125,5,0,34,2,16,2,1216.85,6895,66655.92,13070.53
1342.1,3,33.33,3471.3,3,1,2,6,0,0,1,0,3,1,1157.1,1129,4232.79,703.43
1726.65,1.6,0,37122.3,43,0,43,69,4,0,11,0,6,2,863.31,1405,58255.52,8371.82
1209.08,1,0,1800.12,2,0,2,2,0,0,0,0,2,1,900.06,1006,3132.34,200
2140.39,1.88,4.33,429453.31,439,19,420,790,52,6,146,8,12,2,935.39,4174,591969.72,96569.41
1942.53,3.33,12.9,31790.56,31,4,27,90,3,2,33,0,13,2,1032.94,2734,47486.47,9358.45
1867.67,1.18,0.78,92399.83,128,1,127,150,6,0,22,0,10,1,831.48,2577,100929.5,18222.96
1851.85,1.82,5.77,49051.12,52,3,49,89,5,2,20,1,12,0,943.29,1529,74623.35,9847.72
1618.7,1.42,0,26152.19,24,0,24,34,2,0,4,0,6,2,1089.68,1340,36947.83,4792.28
1376.78,1.27,0,22844.22,22,0,22,28,5,0,9,0,7,0,1127.01,2274,34728.98,3531.48
1214.09,0,0,1083.35,1,0,1,0,0,0,0,0,0,2,1083.35,1014,1865.35,71.39
2009.46,1.21,1.02,143000.16,197,2,195,235,17,1,43,5,6,2,750.28,2824,180874.33,28247.18
1887.06,2.38,3.17,65305.17,63,2,61,145,4,0,48,1,11,1,1143.98,2891,99154.5,16221.33
1700.91,0.98,2.13,42991.94,47,1,46,45,3,0,10,0,5,2,914.72,1419,72312.73,5336.78
2218.56,1.53,3.64,68749.76,55,2,53,81,4,0,16,0,7,1,1250,1842,105547.7,9166.81
1581.12,0.91,0.81,78886.15,123,1,122,111,6,1,9,1,5,1,641.35,1291,113977.9,13073.07
2475.82,1.18,1.39,127701.9,144,2,142,168,12,2,28,1,6,2,886.82,2063,255901.8,21621.17
1581.93,2.55,8.33,14288.43,12,1,11,28,1,0,5,0,6,2,1190.7,1310,27093.25,4091.23
1110.85,0.56,0,4260.68,9,0,9,5,0,0,1,0,2,1,473.41,913,3886.86,714.03
1261.23,2,0,2758.9,2,0,2,4,0,0,1,0,4,1,1379.45,1052,4713.56,535.68
1370.89,1.5,0,11085.15,10,0,10,15,0,0,2,0,6,2,1108.52,1144,25272.27,2209.11
1696.13,2.24,5.26,47095.57,57,3,54,121,6,1,8,0,9,2,927.73,5753,72391.73,14396.29
1912.1,2.18,3.39,46579.58,59,2,57,124,3,0,14,0,11,1,1160.5,2578,87867.83,13646.49
1963.96,1.36,0,60970.91,58,0,58,79,3,1,17,0,8,2,1051.22,1623,82395.97,9821.87
2086.8,0.58,0.43,873080.07,1168,5,1163,671,58,10,137,18,8,0,658.9,2743,1133842.83,85888.29
1347.02,1.89,0,9339.86,9,0,9,17,0,0,5,0,7,2,1037.76,1115,17547.69,2072.86
1858.6,2.84,9.52,22861.48,21,2,19,54,4,0,14,1,7,0,1088.64,1514,38627.8,5993.08
2189.99,1.17,3.36,175660.61,149,5,144,168,14,6,13,1,8,2,1353.82,7188,175853.07,19227.45
1822,1.93,12.9,31002.91,31,4,27,52,3,0,13,0,6,2,1000.09,1507,44542.95,6014.01
1474.73,1.46,13.33,14699.04,15,2,13,19,2,0,6,0,5,1,979.94,1245,21190.81,2267.85
1900.21,0.84,0,80586.96,82,0,82,69,8,0,13,0,6,2,982.77,1578,128294.4,9921.03
2005.68,2.07,12.9,30541.09,31,4,27,56,1,1,13,1,6,2,985.2,1654,39640.2,6982.42
1393.59,1.38,0,13115.69,13,0,13,18,0,0,5,0,5,0,1008.9,1157,25449.66,2358.66
1922.88,1.13,1.41,73992.58,71,1,70,79,4,1,23,0,6,1,1018.12,2826,141897.03,10948.69
1349.42,5.5,33.33,3295.93,3,1,2,11,0,0,1,0,11,1,1098.64,1126,8001.46,1054.38
1913.93,1.41,2.22,44114.46,45,1,44,62,3,1,8,0,9,2,980.32,1585,56107.97,7760.46
1613.3,2.19,3.7,23864.56,27,1,26,57,4,0,17,0,11,2,883.87,1328,37273.04,6769.71
1400.58,1.24,0,32587.68,49,0,49,61,4,0,7,0,6,2,637.97,2149,44373.37,7630.49
1249.81,0.67,0,5022.18,6,0,6,4,0,0,0,0,3,2,837.03,1045,9673.24,427.42
1578.14,1.51,1.61,54214.89,62,1,61,92,3,1,24,1,6,2,1227.65,2324,106041.72,11071.33
1894.8,1.92,14.29,40997.41,28,4,24,46,4,0,9,0,7,0,1512.96,2860,54006.08,5641.3
1420.01,1.02,0,75034.75,163,0,163,167,7,3,33,0,6,1,504.4,2132,132055.79,20121.85
2014.3,23,60,15746.61,10,6,4,92,4,0,21,1,21,2,1480.04,2681,22937.39,9427.08
2282.94,0.85,0.96,170181.8,209,2,207,175,17,5,46,3,8,2,814.27,1889,286439.2,23059.4
2192.83,1.13,1.33,316607.27,377,5,372,420,30,8,86,6,8,2,1070.11,3980,368668.44,50397.24
1856.78,1.79,1.9,97241.72,105,2,103,184,11,0,44,0,16,1,973.17,3992,126609.43,21920.58
1875.55,1.35,2.63,41956.51,38,1,37,50,3,2,7,2,5,0,1104.12,1551,43619.91,5798.97
1594.98,1.73,4.26,38128.19,47,2,45,78,4,2,30,1,8,2,1017.54,4446,48074.38,9143.91
2131.11,1.61,1.06,66212.36,94,1,93,150,8,0,37,0,10,0,704.39,1747,112796.9,19130.68
1395.89,7.83,25,10304.95,8,2,6,47,1,0,8,0,14,0,1308.2,3333,25958.55,4071.78
2171.19,0.49,0.91,218008.78,220,2,218,107,11,3,14,1,5,2,1193.58,2825,313081.7,16287.15
1269.27,1.22,0,7306.85,9,0,9,11,1,0,1,0,3,0,811.87,1052,14209.6,1218.92
2026.42,0.9,0.82,108153.1,122,1,121,109,14,2,28,0,5,1,886.5,1678,182622.4,15466.7
1610.24,1.73,0,25286.09,22,0,22,38,2,0,9,0,3,1,1149.37,1326,56744.84,4660.69
1382.26,7,50,3676.63,2,1,1,7,1,0,2,0,4,1,1838.32,1165,7038.44,741.19
2022.92,1.91,2.02,66669,99,2,97,185,4,1,46,0,11,2,673.42,1634,114273.8,20786.39
1694.67,0.94,0,53056.78,65,0,65,61,1,0,16,0,4,1,816.26,1408,95963.59,7226.06
2017.61,2.52,8.33,33893.01,36,3,33,83,0,0,16,0,10,0,941.47,1650,44981.9,9284.08
1537.4,1.75,0,21333.59,20,0,20,35,2,0,6,0,8,2,1066.68,1267,35335.48,4004.01
1972.41,0.83,0,102114.2,119,0,119,99,8,0,15,0,7,0,858.1,1626,147446.3,12602.79
1448.52,1.03,2.56,35210.78,39,1,38,39,1,0,8,1,6,1,902.84,1192,41938.78,5367.84
2327.61,1.28,2.63,168738.04,152,4,148,190,13,1,36,3,8,1,1030.21,6927,290352.7,22925.13
1548.33,3.92,13.33,16521.41,15,2,13,51,2,0,17,0,8,0,1201.94,2425,25096.88,5895.08
2090.13,1.8,5.41,56626.39,74,4,70,126,10,1,27,0,11,0,765.22,1713,61229.43,14822.95
1563.16,1.51,0,33790.59,35,0,35,53,1,0,9,0,6,0,1154.61,2461,42627.88,5540.03
1651.1,2.52,2.94,44039.84,34,1,33,83,4,1,21,1,8,2,1295.29,1369,68927.83,9029.74
1740,2.58,2.7,38129.95,37,1,36,93,1,0,25,0,18,1,1305.43,2635,66973.31,9608.18
1430.09,0.85,0,48451.72,59,0,59,50,2,0,12,0,8,2,616.73,4335,80259.59,5907.46
1425.45,1.11,3.57,24836.12,28,1,27,30,1,0,6,0,5,2,887,1185,45110.86,3925.1
1321.84,3.5,33.33,3003.64,3,1,2,7,0,0,2,0,5,2,1001.21,1107,4903.07,760.01
1906.68,1.04,0,67055.79,78,0,78,81,10,0,16,0,7,0,1110.75,2593,101926.41,10054.9
1321.96,2.14,0,11909.34,14,0,14,30,0,0,9,0,7,0,932.12,2123,22886.81,3139.56
1795.95,3.24,16,30352.27,25,4,21,68,9,0,10,1,8,0,947.26,4707,44101.5,7885.53
2083.99,0.66,0.75,228043.8,268,2,266,176,10,1,36,1,11,2,850.91,1734,360546,23814.93
1434.4,1.09,0,12456.4,11,0,11,12,1,0,2,0,5,1,1132.4,1204,22186.71,1255.23
1720.81,4,26.67,20538.26,15,4,11,44,3,0,11,0,10,1,1381.73,2613,39741.01,4835.68
2150.28,3.03,9.09,35428.68,33,3,30,91,4,0,18,0,10,2,1073.6,1774,56950.72,10592.17
1513.1,0.62,1.33,60477.89,75,1,74,46,4,0,4,0,5,2,806.37,1259,117457.8,5951.26
1198.06,0.5,0,1274.49,2,0,2,1,0,0,0,0,1,2,637.24,998,2869.79,98.76
2043.57,0.65,0,99964.94,97,0,97,63,5,1,4,1,4,2,620.51,2689,124807.7,8447.92
1657.9,1.69,0,38444.66,29,0,29,49,3,0,16,0,7,1,1019.73,3518,65246.98,6118.13
2171.25,0.98,2.92,149379.35,137,4,133,130,13,0,28,0,6,0,1047.48,5629,218690.57,15685.62
2126.04,0.85,1.59,72816.19,63,1,62,53,5,0,11,0,4,2,1155.81,1787,107891.5,7071.98
1927.36,3.06,15.79,25598.95,19,3,16,49,1,0,11,0,7,1,1347.31,1602,46474.16,5311.86
2124.12,1.67,3.8,67749.34,79,3,76,127,4,0,32,0,8,2,857.59,1740,96583.03,16115.43
1876.53,0.79,3.53,83156.19,85,3,82,65,10,1,13,0,4,2,978.31,1572,81214.58,8456.91
1372.46,2.42,0,14766.56,12,0,12,29,0,0,6,0,5,1,1227,2275,28310.99,3083.57
2284.76,0.61,0,245690.8,224,0,224,136,8,0,23,2,6,0,1096.83,1912,398742.8,18487.27
1783.92,2.58,11.11,28980.8,27,3,24,62,3,0,16,0,8,0,1172.69,2507,44314.04,6644.67
1926.26,1.71,2.78,40058.73,36,1,35,60,6,0,10,0,5,2,1112.74,1581,50348.71,6455.11
2494.82,1.96,3.05,121800.1,131,4,127,249,19,0,36,11,10,2,1316.98,3181,125988.8,30564.33
1899.94,1.76,2.7,116755.14,148,4,144,253,12,0,61,0,13,0,794.66,2997,201295.05,29720.52
1589.64,1.19,0,35211.3,31,0,31,37,4,0,10,0,4,0,1135.85,1323,46100.72,4666.44
1360.24,1.38,11.11,8359.1,9,1,8,11,0,0,3,0,6,0,928.79,1132,9228.63,1137.71
2234.56,1.25,3.4,133297.75,147,5,142,178,9,1,34,2,7,1,493.81,3818,159427.59,24808.21
1222.9,0.6,0,3930.1,5,0,5,3,0,0,0,0,2,0,786.02,1020,9535.33,405.7
1206.54,1,0,508.88,1,0,1,1,0,0,0,0,1,2,508.88,1003,1021.05,141.94
1408.07,3,8.33,16235.24,12,1,11,33,2,0,10,0,7,0,1428.57,3396,26052.17,3284.83
2348.68,2.27,8.89,52771.26,45,4,41,93,6,1,8,1,10,2,994.73,2925,73173.93,11255.94
1967.08,2.24,16,30826.04,25,4,21,47,4,0,14,0,6,0,1233.04,1648,38449.18,5031.76
2006.04,0.86,0,130884,159,0,159,136,6,0,27,1,6,1,823.17,1657,235405.5,16733.65
2384.46,1.7,4.17,129057.04,120,5,115,195,14,1,43,3,8,2,1062.26,3521,168564.54,23810.77
1760.91,1.69,6.67,39906.31,45,3,42,71,4,0,21,0,7,1,740.31,2457,51664.21,8379.08
1402.42,2.25,0,11695.15,12,0,12,27,1,0,5,0,8,2,974.6,1148,18493.57,2937.96
2083.5,2.96,10,29453.51,30,3,27,80,3,0,14,0,10,1,981.78,1716,38302.42,8578.3
1924.33,1.52,3.33,53543.75,60,2,58,88,4,0,20,0,7,1,892.4,1564,85712.61,10755.28
1615.81,1.48,0,26697.88,25,0,25,37,1,0,7,0,5,0,1067.92,1342,32517.81,4522.69
1310.49,0.33,0,4458.09,3,0,3,1,1,0,0,0,1,1,1486.03,1105,6353.56,369.02
1375.08,2.75,20,5388.77,5,1,4,11,2,0,1,0,5,0,1077.75,1151,11252.32,1288.31
1719.26,1,0.79,91750.79,126,1,125,125,4,0,25,0,7,2,757.37,2486,147689.3,15985.01
2225.51,1.84,9.86,71164,71,7,64,118,6,2,38,3,9,0,821.09,2800,84877.79,13022.39
1243.04,2,0,1701.84,1,0,1,2,0,0,0,0,2,0,1701.84,1036,2248.7,264.06
1760.67,1,0,55460.87,67,0,67,67,8,0,9,0,6,1,567.97,2458,67255.67,8763.8
2274.21,1.34,1.75,402384.26,456,8,448,602,37,4,139,1,11,2,880.51,4886,582376.67,74276.2
1955.24,2.5,12,31988.98,25,3,22,55,5,0,10,2,10,1,1279.56,1634,53513.49,6558.56
2016.19,2.14,5.88,86577.98,102,6,96,205,13,1,55,0,13,0,932.93,5304,139230.32,23881.13
1948.06,1.64,4.69,50857.61,64,3,61,100,5,1,22,2,10,0,502.98,2573,69647.66,12229.22
1812.64,1.6,0,63696.43,53,0,53,85,9,0,23,0,8,0,1237.67,3932,101946.11,9739.68
1524.34,0.84,0.9,82079.28,111,1,110,92,10,2,10,1,5,2,739.45,1257,119332.1,11988.12
1762.18,0.87,2.17,73869.05,92,2,90,78,8,1,19,0,6,2,802.92,1467,111303.5,11126.99
2196.38,1.36,4.35,104926.72,115,5,110,150,5,2,28,2,11,0,1064.36,2963,162843.09,18276.22
2169.02,1.38,1.83,110644.1,109,2,107,148,12,0,47,0,7,2,1015.08,1795,221166.8,18774.96
1400.08,0.71,0,9416.01,7,0,7,5,1,0,0,0,1,0,1345.14,1184,10004.41,749.17
2063.72,2.3,6.33,78519.86,79,5,74,170,9,1,32,0,10,0,1002.12,6328,106861.12,19022.67
1844.48,1.53,6.25,35368.46,32,2,30,46,4,0,6,0,7,1,1105.27,1537,49037.14,5495.8
1278.69,3.2,0,3971.74,5,0,5,16,0,0,3,0,10,2,805.99,2048,8501.9,1572.93
2059.82,2.42,7.69,37001.5,26,2,24,58,4,0,24,1,9,0,1423.14,1713,55141.07,7182.72
1908.12,2.65,2.63,59530.83,76,2,74,196,11,1,59,0,14,0,1004.54,3896,98200.66,22522.1
